Branch office code,BIC code,Name of the branch office,Address of the branch office,Branch office may send VIBER items,Branch office may receive VIBER items
11734097,OTPVHUHB,"OTP Észak-keleti r., Encs","3860 Encs, Bem József út 1.",S,R
11734107,OTPVHUHB,"OTP Észak-keleti r., Mezőkövesd","3400 Mezőkövesd, Mátyás király út 149.",S,R
11734114,OTPVHUHB,"OTP Észak-keleti r., Tiszaújváros","3580 Tiszaújváros, Szent István út 30.",S,R
11734121,OTPVHUHB,"OTP Észak-keleti r., Ózd","3600 Ózd, Városház tér 1/A",S,R
11734138,OTPVHUHB,"OTP Észak-keleti r., Sátoraljaújhely","3980 Sátoraljaújhely, Gróf Széchenyi utca 13.",S,R
11734145,OTPVHUHB,"OTP Észak-keleti r., Szerencs","3900 Szerencs, Kossuth tér 3/A",S,R
11734152,OTPVHUHB,"OTP Észak-keleti r., Kazincbarcika","3700 Kazincbarcika, Egres utca 50.",S,R
11734169,OTPVHUHB,"OTP Észak-keleti r., Sárospatak","3950 Sárospatak, Eötvös út 2.",S,R
11734176,OTPVHUHB,"OTP Észak-keleti r., Encs","3860 Encs, Bem József út 1.",S,R
11734183,OTPVHUHB,"OTP Észak-keleti r., Putnok","3630 Putnok, Kossuth út 45.",S,R
11734190,OTPVHUHB,"OTP ÉKMR, Szikszó","3530 Miskolc, Uitz B. utca 6.",S,R
11734200,OTPVHUHB,"OTP Észak-keleti r., Sajószentpéter","3770 Sajószentpéter, Bethlen Gábor utca 1/A",S,R
11734217,OTPVHUHB,"OTP Észak-keleti r., Mezőcsát","3580 Tiszaújváros, Szent István út 30.",S,R
11734224,OTPVHUHB,"OTP Észak-keleti r., Tokaj","3910 Tokaj, Rákóczi út 37.",S,R
11734231,OTPVHUHB,"OTP Észak-keleti r., Miskolc Partner C.","3524 Miskolc, Klapka György utca 18.",S,R
11734262,OTPVHUHB,"OTP Észak-keleti r., Miskolc","3530 Miskolc, Uitz Béla utca 6.",S,R
11734286,OTPVHUHB,"OTP Észak-keleti r., Miskolc - Auchan","3527 Miskolc, József Attila utca 87.",S,R
11735005,OTPVHUHB,"OTP Dél-alföldi r., Szeged","6720 Szeged, Takaréktár utca 7.",S,R
11735012,OTPVHUHB,"OTP Dél-alföldi r., Szeged","6720 Szeged, Aradi vértanúk tere 3.",S,R
11735029,OTPVHUHB,"OTP Dél-alföldi r., Szeged","6720 Szeged, Takaréktár utca 7.",S,R
11735036,OTPVHUHB,"OTP Dél-alföldi r., Szeged","6720 Szeged, Takaréktár utca 7.",S,R
11735043,OTPVHUHB,"OTP Dél-alföldi r., Szentes","6600 Szentes, Kossuth Lajos utca 26.",S,R
11735050,OTPVHUHB,"OTP Dél-alföldi r., Csongrád","6640 Csongrád, Szentháromság tér 2-6.",S,R
11735067,OTPVHUHB,"OTP Dél-alföldi r., Hódmezővásárhely","6800 Hódmezővásárhely, Andrássy út 1.",S,R
11735074,OTPVHUHB,"OTP Dél-alföldi r., Makó","6900 Makó, Széchenyi tér 14-16.",S,R
11735081,OTPVHUHB,"OTP Dél-alföldi r., Makó","6900 Makó, Széchenyi tér 14-16.",S,R
11735098,OTPVHUHB,"OTP Dél-alföldi r., Kistelek","6760 Kistelek, Kossuth utca 5-7.",S,R
11735108,OTPVHUHB,"OTP Dél-alföldi r., Hódmezővásárhely","6800 Hódmezővásárhely, Andrássy út 1.",S,R
11735115,OTPVHUHB,"OTP Dél-alföldi r., Mórahalom","6782 Mórahalom, Szegedi út 3.",S,R
11735139,OTPVHUHB,"OTP Dél-alföldi r., Mórahalom","6782 Mórahalom, Szegedi út 3.",S,R
11735146,OTPVHUHB,"OTP Dél-alföldi r., Szeged-Rókus","6720 Szeged, Takaréktár utca 7.",S,R
11735153,OTPVHUHB,"OTP Dél-alföldi r., Szeged","6724 Szeged, Rókusi körút 42-64.",S,R
11735160,OTPVHUHB,"OTP Dél-alföldi r., Szeged","6720 Szeged, Klauzál tér 5.",S,R
11735177,OTPVHUHB,"OTP Dél-alföldi r., Szeged Tesco","6724 Szeged, Rókusi körút 42-64.",S,R
11735184,OTPVHUHB,"OTP Dél-alföldi r., Szeged Árkád","6724 Szeged, Londoni körút 3.",S,R
11735201,OTPVHUHB,"OTP Dél-alföldi r., Szeged Partner C.","6720 Szeged, Takaréktár utca 7.",S,R
11735218,OTPVHUHB,OTP DAR Szeged PrivátBank,"6720 Szeged, Széchenyi tér 15.",S,R
11736006,OTPVHUHB,"OTP Észak-dunántúli r., Székesfehérvár","8000 Székesfehérvár, Ősz utca 13.",S,R
11736020,OTPVHUHB,OTP Észak-dunántúli r. Bicske,"2060 Bicske, Bocskay köz 1.",S,R
11736037,OTPVHUHB,"OTP Észak-dunántúli r., Dunaújváros","2400 Dunaújváros, Dózsa György út 4/E",S,R
11736044,OTPVHUHB,"OTP Észak-dunántúli r., Mór","8060 Mór, Deák Ferenc utca 2.",S,R
11736051,OTPVHUHB,"OTP Észak-dunántúli r., Sárbogárd","7000 Sárbogárd, Ady Endre út 172.",S,R
11736068,OTPVHUHB,"OTP Észak-dunántúli r., Dunaújváros","2400 Dunaújváros, Dózsa György út 4/E.",S,R
11736075,OTPVHUHB,"OTP Észak-dunántúli r., Enying","8130 Enying, Kossuth Lajos utca 43.",S,R
11736082,OTPVHUHB,"OTP Észak-dunántúli r., Gárdony","2483 Gárdony, Szabadság út 18.",S,R
11736099,OTPVHUHB,"OTP Észak-dunántúli r., Polgárdi","8154 Polgárdi, Deák Ferenc utca 16.",S,R
11736116,OTPVHUHB,"OTP Észak-dunántúli r., Székesfehérvár","8000 Székesfehérvár, Várkapu utca 1.",S,R
11736147,OTPVHUHB,"OTP Észak-dunántúli r., Szfvár Auchan","8000 Székesfehérvár, Holland fasor 9.",S,R
11736154,OTPVHUHB,OTP ÉDR Székesfehérvár Partner Centrum,"8000 Székesfehérvár, Fő utca 7.",S,R
11737007,OTPVHUHB,"OTP Észak-dunántúli r., Győr","9022 Győr, Teleki László utca 51.",S,R
11737014,OTPVHUHB,"OTP Észak-dunántúli r., Győr","9022 Győr, Teleki László utca 51.",S,R
11737021,OTPVHUHB,OTP Észak-dunántúli r. Győr Partner C.,"9021 Győr, Baross Gábor út 14.",S,R
11737038,OTPVHUHB,"OTP Észak-dunántúli r., Győr","9022 Győr, Teleki László utca 51.",S,R
11737045,OTPVHUHB,"OTP Észak-dunántúli r., Sopron","9400 Sopron, Teleki Pál út 22/A",S,R
11737052,OTPVHUHB,"OTP Észak-dunántúli r., Mosonmóvár","9200 Mosonmagyaróvár, Fő utca 24.",S,R
11737069,OTPVHUHB,"OTP Észak-dunántúli r., Csorna","9300 Csorna, Soproni út 58.",S,R
11737076,OTPVHUHB,"OTP Észak-dunántúli r., Mosonmóvár","9200 Mosonmagyaróvár, Fő utca 24.",S,R
11737083,OTPVHUHB,"OTP Észak-dunántúli r., Sopron","9400 Sopron, Várkerület 96/A",S,R
11737090,OTPVHUHB,"OTP Észak-dunántúli r., Kapuvár","9330 Kapuvár, Szent István király utca 4-6.",S,R
11737100,OTPVHUHB,"OTP Észak-dunántúli r., Fertőd","9431 Fertőd, Fő utca 9.",S,R
11737117,OTPVHUHB,"OTP Észak-dunántúli r., Fertősztmiklós","9444 Fertőszentmiklós, Szerdahelyi utca 2.",S,R
11737124,OTPVHUHB,"OTP Észak-dunántúli r., Szany","9300 Csorna, Soproni út 58.",S,R
11737131,OTPVHUHB,"OTP Észak-dunántúli r., Győr","9023 Győr, Bartók Béla út 53/B",S,R
11737155,OTPVHUHB,"OTP Észak-dunántúli r., Győr","9024 Győr, Kormos István utca 6.",S,R
11737179,OTPVHUHB,"OTP Észak-dunántúli r., Sopron Plaza","9400 Sopron, Lackner Kristóf utca 35.",,
11737186,OTPVHUHB,"OTP Észak-dunántúli r., Győr Egyetem","9026 Győr, Egyetem tér 1.",S,R
11737193,OTPVHUHB,"OTP Észak-dunántúli r., Győr Árkád","9027 Győr, Budai út 1.",S,R
11737605,OTPVHUHB,"OTP Észak-dunántúli r., ÉDR MFB Feld.K.","9022 Győr, Teleki László utca 51.",S,R
11737708,OTPVHUHB,OTP ÉDR Vállalati Számlavezetési Közp.,"8000 Székesfehérvár, Ősz utca 13.",S,R
11738008,OTPVHUHB,"OTP Észak-keleti r., Debrecen","4025 Debrecen, Pásti utca 1-3.",S,R
11738015,OTPVHUHB,"OTP Észak-keleti r., Debrecen","4025 Debrecen, Piac utca 45-47.",S,R
11738022,OTPVHUHB,"OTP Észak-keleti r., Debrecen","4025 Debrecen, Hatvan utca 2-4.",S,R
11738039,OTPVHUHB,"OTP Észak-keleti r., Debrecen","4032 Debrecen, Füredi út 43.",S,R
11738046,OTPVHUHB,"OTP Észak-keleti r., Berettyóújfalu","4100 Berettyóújfalu, Oláh Zsigmond utca 1.",S,R
11738053,OTPVHUHB,"OTP ÉKR, Püspökladány","4150 Püspökladány, Kossuth utca 4.",S,R
11738060,OTPVHUHB,"OTP Észak-keleti r., Hajdúböszörmény","4220 Hajdúböszörmény, Kossuth Lajos utca 3.",S,R
11738077,OTPVHUHB,"OTP Észak-keleti r., Hajdúnánás","4080 Hajdúnánás, Köztársaság tér 17-19.",S,R
11738084,OTPVHUHB,"OTP Észak-keleti r., Hajdúszoboszló","4200 Hajdúszoboszló, Szilfákalja 6-8.",S,R
11738091,OTPVHUHB,"OTP Észak-keleti r., Balmazújváros","4060 Balmazújváros, Veres Péter utca 3.",S,R
11738101,OTPVHUHB,"OTP Észak-keleti r., Biharkeresztes","4110 Biharkeresztes, Kossuth utca 4.",S,R
11738118,OTPVHUHB,"OTP Észak-keleti r., Derecske","4130 Derecske, Köztársaság út 111.",S,R
11738125,OTPVHUHB,"OTP ÉKMR, Hajdúdorog","4080 Hajdúnánás, Köztársaság tér 17-18/a.",S,R
11738132,OTPVHUHB,OTP ÉKMR Komádi,"4100 Berettyóújfalu, Oláh Zsigmond utca 1.",S,R
11738149,OTPVHUHB,"OTP Észak-keleti r., Nádudvar","4181 Nádudvar, Fő út 119.",S,R
11738156,OTPVHUHB,"OTP Észak-keleti r., Polgár","3580 Tiszaújváros, Szent István út 30.",S,R
11738163,OTPVHUHB,"OTP Észak-keleti r., Hajdúhadház","4242 Hajdúhadház, Kossuth utca 2.",S,R
11738170,OTPVHUHB,"OTP Észak-keleti r., Balmazújváros","4060 Balmazújváros, Veres Péter utca 3.",S,R
11738211,OTPVHUHB,"OTP Észak-keleti r., Debrecen","4025 Debrecen, Pásti utca 1-6.",,
11738228,OTPVHUHB,"OTP Észak-keleti r., Debrecen","4025 Debrecen, Pásti utca 1-6.",,
11738235,OTPVHUHB,OTP ÉKMR Debrecen,"4025 Debrecen, Hatvan utca 2-4.",S,R
11738242,OTPVHUHB,"OTP Észak-keleti r., Nyíradony","4254 Nyíradony, Árpád tér 6.",S,R
11738266,OTPVHUHB,OTP Észak-keleti r. Debreceni P.C.,"4025 Debrecen, Pásti utca 1/b.",S,R
11738273,OTPVHUHB,OTP ÉKMR Debrecen Auchan,"4031 Debrecen, Kishatár  utca 7.",S,R
11738280,OTPVHUHB,OTP ÉKMR Debrecen Privátbank,"4025 Debrecen, Simonffy utca 2/a.",S,R
11738297,OTPVHUHB,OTP Észak-keleti r. Debrecen,"4025 Debrecen, Hatvan utca 2-4.",S,R
11738503,OTPVHUHB,"OTP Észak-keleti r., ÉKMR INHA Közp.","4025 Debrecen, Piac utca 7-9.",S,R
11738606,OTPVHUHB,OTP Észak-keleti r. ÉKMR MFB Feld.Közp.,"4025 Debrecen, Pásti utca 1-3.",S,R
11738709,OTPVHUHB,OTP ÉKMR Vállalati Számlavezetési Közp.,"4025 Debrecen, Pásti utca 1-3.",S,R
11739009,OTPVHUHB,"OTP Észak-keleti r., Eger","3300 Eger, Törvényház utca 4.",S,R
11739016,OTPVHUHB,"OTP Észak-keleti r., Eger","3300 Eger, Törvényház utca 4.",S,R
11739023,OTPVHUHB,"OTP Észak-keleti r., Füzesabony","3390 Füzesabony, Rákóczi Ferenc út 83.",S,R
11739030,OTPVHUHB,"OTP Észak-keleti r., Gyöngyös","3200 Gyöngyös, Fő tér 1.",S,R
11739047,OTPVHUHB,"OTP Észak-keleti r., Heves","3360 Heves, Hősök tere 4.",S,R
11739054,OTPVHUHB,"OTP Észak-keleti r., Hatvan","3000 Hatvan, Kossuth tér 8. FSZ. 1.",S,R
11739061,OTPVHUHB,"OTP Észak-keleti r., Füzesabony","3390 Füzesabony, Rákóczi utca 77.",S,R
11739078,OTPVHUHB,"OTP Észak-keleti r., Lőrinci","3021 Lőrinci, Szabadság tér 25/A",S,R
11739085,OTPVHUHB,"OTP Észak-keleti r., Bátonyterenye","3070 Bátonyterenye, Bányász utca 1/a.",S,R
11739092,OTPVHUHB,"OTP Észak-keleti r., Recsk","3245 Recsk, Kossuth Lajos út 93.",S,R
11739102,OTPVHUHB,"OTP Észak-keleti r., Eger","3300 Eger, Törvényház utca 4.",,
11739119,OTPVHUHB,"OTP Észak-keleti r., Eger","3300 Eger, Törvényház utca 4.",S,R
11740009,OTPVHUHB,"OTP Észak-dunántúli r., Tatabánya","2800 Tatabánya, Fő tér 32.",S,R
11740016,OTPVHUHB,"OTP Észak-dunántúli r., Bábolna","2941 Ács, Gyár  utca 10.",S,R
11740023,OTPVHUHB,"OTP Észak-dunántúli r., Dorog","2510 Dorog, Mária út 2.",S,R
11740030,OTPVHUHB,"OTP Észak-dunántúli r., Komárom","2900 Komárom, Mártírok útja 23.",S,R
11740047,OTPVHUHB,"OTP Észak-dunántúli r., Tata","2890 Tata, Ady Endre utca 1-3.",S,R
11740054,OTPVHUHB,"OTP Észak-dunántúli r., Esztergom","2500 Esztergom, Rákóczi tér 2-4.",S,R
11740061,OTPVHUHB,"OTP Észak-dunántúli r., Oroszlány","2840 Oroszlány, Rákóczi Ferenc út 84.",S,R
11740078,OTPVHUHB,"OTP Észak-dunántúli r., Ács","2941 Ács, Gyár utca 10.",S,R
11740085,OTPVHUHB,"OTP Észak-dunántúli r., Kisbér","2870 Kisbér, Batthyány tér 5.",S,R
11740092,OTPVHUHB,"OTP Észak-dunántúli r., Nyergesújfalu","2536 Nyergesújfalu, Kossuth Lajos utca 126.",S,R
11740102,OTPVHUHB,"OTP Észak-dunántúli r., Tatabánya","2800 Tatabánya, Fő tér 32.",S,R
11740119,OTPVHUHB,"OTP Észak-dunántúli r., Tatabánya","2800 Tatabánya, Fő tér 32.",S,R
11740126,OTPVHUHB,"OTP Észak-dunántúli r., Tatabánya Omega","2800 Tatabánya, Bárdos László utca 2.",S,R
11740133,OTPVHUHB,OTP ÉDR Tatabánya Partner Centrum,"2800 Tatabánya, Fő tér 32.",S,R
11741000,OTPVHUHB,"OTP Észak-keleti r., Salgótarján","3100 Salgótarján, Rákóczi út 22.",S,R
11741017,OTPVHUHB,"OTP Észak-keleti r., Balassagyarmat","2660 Balassagyarmat, Rákóczi fejedelem út 44.",S,R
11741024,OTPVHUHB,"OTP Észak-keleti r., Pásztó","3060 Pásztó, Fő utca 73/A",S,R
11741031,OTPVHUHB,"OTP Észak-keleti r., Rétság","2651 Rétság, Rákóczi út 30.",S,R
11741048,OTPVHUHB,"OTP Észak-keleti r., Bátonyterenye","3070 Bátonyterenye, Bányász út 1/A",S,R
11741055,OTPVHUHB,"OTP Észak-keleti r., Bátonyterenye","3070 Bátonyterenye, Bányász út 1/A",S,R
11741062,OTPVHUHB,"OTP ÉKR, Szécsény","3100 Salgótarján, Rákóczi út 22.",S,R
11741079,OTPVHUHB,"OTP Észak-keleti r., Salgótarján","3100 Salgótarján, Rákóczi út 22.",S,R
11742001,OTPVHUHB,"OTP Budapesti r., Budapest","1115 Budapest, Bartók Béla út 92-94.",S,R
11742025,OTPVHUHB,"OTP Budapesti r., Cegléd","2700 Cegléd, Szabadság tér 6.",S,R
11742032,OTPVHUHB,"OTP Budapesti r., Dabas","2370 Dabas, Bartók Béla út 46.",S,R
11742049,OTPVHUHB,"OTP Budapesti r., Gödöllő","2100 Gödöllő, Szabadság tér 12-13.",S,R
11742056,OTPVHUHB,"OTP Budapesti r., Monor","2200 Monor, Kossuth Lajos utca 67.",S,R
11742063,OTPVHUHB,"OTP Budapesti r., Nagykáta","2760 Nagykáta, Bajcsy-Zsilinszky út 1.",S,R
11742070,OTPVHUHB,"OTP Budapesti r., Ráckeve","2300 Ráckeve, Szent István tér 3.",S,R
11742087,OTPVHUHB,"OTP Budapesti r., Szentendre","2000 Szentendre, Dumtsa Jenő utca 6.",S,R
11742094,OTPVHUHB,"OTP Budapesti r., Vác","2600 Vác, Széchenyi István utca 3-7.",S,R
11742104,OTPVHUHB,"OTP Budapesti r., Dunakeszi","2120 Dunakeszi, Barátság útja 29.",S,R
11742111,OTPVHUHB,"OTP Budapesti r., Érd","2030 Érd, Budai út 24.",S,R
11742128,OTPVHUHB,"OTP Budapesti r., Nagykőrös","2750 Nagykőrös, Szabadság tér 2.",S,R
11742135,OTPVHUHB,"OTP Budapesti r., Százhalombatta","2440 Százhalombatta, Szent István tér 3.",S,R
11742142,OTPVHUHB,OTP Budapesti r. Cegléd,"2700 Cegléd, Szabadság tér 6.",S,R
11742159,OTPVHUHB,"OTP Budapesti r., Albertirsa","2730 Albertirsa, Vasút utca 4/A",S,R
11742166,OTPVHUHB,"OTP Budapesti r., Aszód","2170 Aszód, Kossuth Lajos utca 42-46.",S,R
11742173,OTPVHUHB,"OTP Budapesti r., Budaörs","2040 Budaörs, Szabadság út 131/A",S,R
11742180,OTPVHUHB,"OTP Budapesti r., Dunaharaszti","2330 Dunaharaszti, Dózsa György út 25.",S,R
11742197,OTPVHUHB,"OTP Budapesti r., Gyömrő","2230 Gyömrő, Szent István út 17.",S,R
11742207,OTPVHUHB,"OTP Budapesti r., Abony","2740 Abony, Kossuth Lajos tér 3.",S,R
11742214,OTPVHUHB,"OTP Budapesti r., Kiskunlacháza","2340 Kiskunlacháza, Dózsa György út 219.",S,R
11742221,OTPVHUHB,"OTP Budapesti r., Dabas","2370 Dabas, Bartók Béla utca 46.",S,R
11742238,OTPVHUHB,"OTP Budapesti r., Pilis","2730 Albertirsa, Vasút utca 4/a.",S,R
11742245,OTPVHUHB,"OTP  Budapesti r., Pilisvörösvár","2085 Pilisvörösvár, Fő utca 60.",S,R
11742252,OTPVHUHB,"OTP Budapesti r., Szigetszentmiklós","2310 Szigetszentmiklós, Ifjúság útja 17.",S,R
11742269,OTPVHUHB,"OTP Budapesti r., Vác","2600 Vác, Széchenyi István utca 3-7.",S,R
11742276,OTPVHUHB,"OTP Budapesti r., Vámosmikola","2635 Vámosmikola, Kossuth Lajos utca 7.",S,R
11742283,OTPVHUHB,"OTP Budapesti r., Vecsés","2220 Vecsés, Fő út 170.",S,R
11742300,OTPVHUHB,"OTP Budapesti r., Gyál","2360 Gyál, Kőrösi út 160.",S,R
11742317,OTPVHUHB,"OTP Budapesti r., Abony","2740 Abony, Kossuth Lajos tér 3.",S,R
11742324,OTPVHUHB,"OTP Budapesti r., Kistarcsa","2141 Csömör, Határ út 6.",S,R
11742331,OTPVHUHB,"OTP Budapesti r., Pécel","2234 Maglód, Esterházy János utca 1.",S,R
11742348,OTPVHUHB,"OTP Budapesti r., Budakeszi","2092 Budakeszi, Fő utca 174.",S,R
11742355,OTPVHUHB,"OTP Budapesti r., Budaörs Auchan","2040 Budaörs, Sport utca 2-4.",S,R
11742379,OTPVHUHB,OTP Budapesti r. Fót,"2151 Fót, Móricz Zsigmond utca 23/A.",S,R
11742386,OTPVHUHB,"OTP Budapesti r., XV. Pólus Center","1152 Budapest, Szentmihályi út 131.",S,R
11742441,OTPVHUHB,"OTP Budapesti r., Dunakeszi Auchan","2120 Dunakeszi, Nádas utca 6.",S,R
11742506,OTPVHUHB,"OTP Budapesti r., Sz.szentmiklós Auchan","2310 Szigetszentmiklós, Ifjúság útja 17.",S,R
11742513,OTPVHUHB,"OTP Budapesti r., Csömör Auchan","2141 Csömör, Határ út 6.",S,R
11742520,OTPVHUHB,"OTP Budapesti r., Budakalász Cora","2011 Budakalász, Omszk park 1.",S,R
11742537,OTPVHUHB,"OTP Budapesti r., Solymár Auchan","2083 Solymár, Szent Flórián utca 2.",S,R
11742544,OTPVHUHB,"OTP Budapesti r., Budaörs","2040 Budaörs, Szabadság út 131/A",S,R
11742551,OTPVHUHB,"OTP Budapesti r., Vecsés","2220 Vecsés, Fő út 246-248.",S,R
11742568,OTPVHUHB,"OTP Budapesti r., Veresegyház","2112 Veresegyház, Szadai utca 7.",S,R
11742575,OTPVHUHB,"OTP Budapesti r., Maglód-Auchan","2234 Maglód, Eszterházy János utca 1.",S,R
11742582,OTPVHUHB,"OTP Budapesti r., Érd","2030 Érd, Iparos utca 5.",S,R
11742874,OTPVHUHB,"OTP Budapesti r., Üllő","2200 Monor, Kossuth Lajos utca 88/b.",S,R
11743002,OTPVHUHB,"OTP Dél-dunántúli r., Kaposvár","7400 Kaposvár, Széchenyi tér 2.",S,R
11743019,OTPVHUHB,OTP DDR Kaposvár,"7400 Kaposvár, Széchenyi tér 2.",S,R
11743026,OTPVHUHB,"OTP Dél-dunántúli r., Marcali","8700 Marcali, Rákóczi utca 6-10.",S,R
11743033,OTPVHUHB,"OTP Dél-dunántúli r., Nagyatád","7500 Nagyatád, Korányi Sándor utca 6.",S,R
11743040,OTPVHUHB,"OTP Dél-dunántúli r., Siófok","8600 Siófok, Fő tér 10/A",S,R
11743057,OTPVHUHB,"OTP Dél-dunántúli r., Barcs","7570 Barcs, Séta tér 5.",S,R
11743064,OTPVHUHB,"OTP Dél-dunántúli r., Balatonboglár","8630 Balatonboglár, Dózsa György utca 1.",S,R
11743088,OTPVHUHB,"OTP Dél-dunántúli r., Csurgó","8840 Csurgó, Petőfi tér 20.",S,R
11743095,OTPVHUHB,"OTP Dél-dunántúli r., Fonyód","8640 Fonyód, Ady Endre utca 25.",S,R
11743105,OTPVHUHB,"OTP DDR, Lengyeltóti","8640 Fonyód, Ady Endre utca 25.",S,R
11743112,OTPVHUHB,"OTP Dél-dunántúli r., Tab","8600 Siófok, Fő tér 10/A",S,R
11743136,OTPVHUHB,"OTP Dél-dunántúli r., Kaposvár","7400 Kaposvár, Fő utca 12.",,
11743143,OTPVHUHB,"OTP Dél-dunántúli r., Nagybajom","7561 Nagybajom, Fő utca 107.",S,R
11743150,OTPVHUHB,"OTP DDR, Balatonlelle","8630 Balatonboglár, Dózsa György utca 1.",S,R
11743167,OTPVHUHB,OTP DDR Kaposvár Partner Centrum,"7400 Kaposvár, Széchenyi  tér 2.",S,R
11744003,OTPVHUHB,"OTP Észak-keleti r., Nyíregyháza","4400 Nyíregyháza, Rákóczi utca 1.",S,R
11744010,OTPVHUHB,"OTP Észak-keleti r., Nyíregyháza","4400 Nyíregyháza, Rákóczi utca 1.",S,R
11744027,OTPVHUHB,"OTP Észak-keleti r., Fehérgyarmat","4900 Fehérgyarmat, Móricz Zsigmond utca 4.",S,R
11744034,OTPVHUHB,"OTP Észak-keleti r., Kisvárda","4600 Kisvárda, Szent László utca 30.",S,R
11744041,OTPVHUHB,"OTP Észak-keleti r., Mátészalka","4700 Mátészalka, Szalkay László utca 34.",S,R
11744058,OTPVHUHB,"OTP Észak-keleti r., Nyírbátor","4300 Nyírbátor, Zrínyi utca 1.",S,R
11744065,OTPVHUHB,"OTP Észak-keleti r., Vásárosnamény","4800 Vásárosnamény, Szabadság tér 33.",S,R
11744072,OTPVHUHB,"OTP Észak-keleti r., Baktalórántháza","4561 Baktalórántháza, Köztársaság tér 4.",S,R
11744089,OTPVHUHB,"OTP Észak-keleti r., Nagykálló","4320 Nagykálló, Árpád utca 10/B.",S,R
11744096,OTPVHUHB,"OTP Észak-keleti r., Csenger","4765 Csenger, Ady Endre utca 1.",S,R
11744106,OTPVHUHB,OTP ÉKR Kisvárda,"4600 Kisvárda, Szent László utca 30.",S,R
11744113,OTPVHUHB,"OTP Észak-keleti r., Kemecse","4501 Kemecse, Móricz Zsigmond utca 18.",S,R
11744120,OTPVHUHB,"OTP Észak-keleti r., Nagykálló","4320 Nagykálló, Árpád utca 10/B FSZ. 7.",S,R
11744137,OTPVHUHB,OTP ÉKR Tiszalök,"4440 Tiszavasvári, Kossuth L. utca 6.",S,R
11744144,OTPVHUHB,"OTP Észak-keleti r., Tiszavasvári","4440 Tiszavasvári, Kossuth Lajos utca 6. FSZ. 3.",S,R
11744151,OTPVHUHB,"OTP Észak-keleti r., Újfehértó","4244 Újfehértó, Főtér 15.",S,R
11744168,OTPVHUHB,"OTP Észak-keleti r., Záhony","4625 Záhony, Ady Endre út 27-29.",S,R
11744175,OTPVHUHB,"OTP Észak-keleti r., Nyíregyháza","4400 Nyíregyháza, Rákóczi utca 1.",S,R
11744182,OTPVHUHB,"OTP Észak-keleti r., Nyíregyháza","4400 Nyíregyháza, Rákóczi utca 1.",,
11744199,OTPVHUHB,OTP Nyíregyháza Partner Centrum,"4400 Nyíregyháza, Rákóczi utca 1.",S,R
11745004,OTPVHUHB,"OTP Dél-alföldi r., Szolnok","5000 Szolnok, Szapáry utca 31.",S,R
11745011,OTPVHUHB,"OTP Dél-alföldi r., Szolnok","5000 Szolnok, Szapáry utca 31.",S,R
11745028,OTPVHUHB,"OTP Dél-alföldi r., Szolnok","5000 Szolnok, Nagy Imre körút 2/A",S,R
11745035,OTPVHUHB,"OTP Dél-alföldi r., Jászberény","5100 Jászberény, Lehel vezér tér 28.",S,R
11745042,OTPVHUHB,"OTP Dél-alföldi r., Kunszentmárton","5440 Kunszentmárton, Kossuth Lajos út 2.",S,R
11745059,OTPVHUHB,"OTP Dél-alföldi r., Tiszafüred","5350 Tiszafüred, Piac tér 3.",S,R
11745066,OTPVHUHB,"OTP Dél-alföldi r., Törökszentmiklós","5200 Törökszentmiklós, Kossuth Lajos utca 141.",S,R
11745073,OTPVHUHB,"OTP Dél-alföldi r., Karcag","5300 Karcag, Kossuth tér 15.",S,R
11745080,OTPVHUHB,"OTP Dél-alföldi r., Kisújszállás","5310 Kisújszállás, Szabadság tér 6.",S,R
11745097,OTPVHUHB,"OTP Dél-alföldi r., Mezőtúr","5400 Mezőtúr, Szabadság tér 29.",S,R
11745107,OTPVHUHB,"OTP Dél-alföldi r., Túrkeve","5420 Túrkeve, Széchenyi utca 32-33.",S,R
11745114,OTPVHUHB,"OTP Dél-alföldi r., Jászapáti","5130 Jászapáti, Kossuth Lajos út 2-8.",S,R
11745121,OTPVHUHB,"OTP Dél-alföldi r., Jászárokszállás","5123 Jászárokszállás, Rákóczi Ferenc utca 4-6.",S,R
11745138,OTPVHUHB,"OTP Dél-alföldi r., Jászladány","5055 Jászladány, Kossuth Lajos utca 77.",S,R
11745145,OTPVHUHB,"OTP Dél-alföldi r., Kunhegyes","5340 Kunhegyes, Szabadság tér 4.",S,R
11745152,OTPVHUHB,"OTP Dél-alföldi r., Karcag","5300 Karcag, Kossuth tér 15.",S,R
11745169,OTPVHUHB,"OTP Dél-alföldi r., Tiszaföldvár","5430 Tiszaföldvár, Kossuth Lajos út 191.",S,R
11745176,OTPVHUHB,"OTP Dél-alföldi r., Tiszaföldvár","5430 Tiszaföldvár, Kossuth Lajos út 191.",S,R
11745183,OTPVHUHB,"OTP Dél-alföldi r., Szolnok-Széchenyi","5000 Szolnok, Szapáry utca 31.",S,R
11745217,OTPVHUHB,OTP DAR Szolnok Partner Centrum,"5000 Szolnok, Szapáry utca 31.",S,R
11746005,OTPVHUHB,"OTP Dél-dunántúli r., Szekszárd","7100 Szekszárd, Szent István tér 5-7.",S,R
11746012,OTPVHUHB,"OTP Dél-dunántúli r., Paks","7030 Paks, Dózsa György út 33.",S,R
11746029,OTPVHUHB,"OTP Dél-dunántúli r., Tamási","7090 Tamási, Szabadság utca 33",S,R
