CountryCode,LookupKey,Bic,BankCode,BranchCode,BankName,Source
FR,30087:33840,CMCIFRPPXXX,30087,33840,CM - CIC BANQUES,"User provided data"
FR,30087:33850,CMCIFRPPXXX,30087,33850,CM - CIC BANQUES,"User provided data"
FR,30087:33851,CMCIFRPPXXX,30087,33851,CM - CIC BANQUES,"User provided data"
FR,30087:33853,CMCIFRPPXXX,30087,33853,CM - CIC BANQUES,"User provided data"
FR,30087:33854,CMCIFRPPXXX,30087,33854,CM - CIC BANQUES,"User provided data"
FR,30087:33859,CMCIFRPPXXX,30087,33859,CM - CIC BANQUES,"User provided data"
FR,30087:33861,CMCIFRPPXXX,30087,33861,CM - CIC BANQUES,"User provided data"
FR,30087:33862,CMCIFRPPXXX,30087,33862,CM - CIC BANQUES,"User provided data"
FR,30087:33863,CMCIFRPPXXX,30087,33863,CM - CIC BANQUES,"User provided data"
FR,30087:33864,CMCIFRPPXXX,30087,33864,CM - CIC BANQUES,"User provided data"
FR,30087:33865,CMCIFRPPXXX,30087,33865,CM - CIC BANQUES,"User provided data"
FR,30087:33866,CMCIFRPPXXX,30087,33866,CM - CIC BANQUES,"User provided data"
FR,30087:33867,CMCIFRPPXXX,30087,33867,CM - CIC BANQUES,"User provided data"
FR,30087:35300,CMCIFRPPXXX,30087,35300,CM - CIC BANQUES,"User provided data"
FR,30087:49999,CMCIFRPPXXX,30087,49999,CM - CIC BANQUES,"User provided data"
FR,42559,CCOPFRPPXXX,42559,,Credit cooperatif,"France main bank mapping table"
